he,12
and,11
a,9
was,7
the,7
it,5
his,5
said,4
to,3
they,3
man,3
dog,3
with,2
when,2
went,2
there,2
saw,2
off,2
horse,2
controller,2
bible,2
all,2
woods,1
wind,1
who,1
treasure,1
touching,1
tore,1
took,1
told,1
through,1
that,1
story,1
spirits,1
some,1
site,1
running,1
rubbed,1
riding,1
ran,1
other,1
on,1
old,1
no,1
never,1
men,1
meet,1
me,1
marrero,1
lost,1
look,1
longer,1
like,1
legs,1
knew,1
just,1
itself,1
in,1
i,1
him,1
hat,1
had,1
growling,1
glasses,1
for,1
feel,1
even,1
dismounted,1
didn't,1
control,1
coming,1
clothes,1
came,1
but,1
brought,1
big,1
at,1
arrived,1
anything,1
an,1
against,1
again,1
after,1
